image_name,quality_mos
1121_Indoor_Scene_11.jpeg,0.119063956
1122.jpg,0.757
1122_Indoor_Scene_11.jpg,0.672642062
1123_Indoor_Scene_11.jpg,0.656984004
1124.jpg,0.765
1124_Indoor_Scene_11.jpg,0.576805677
1125.jpg,0.787
1125_Indoor_Scene_11.jpg,0.536116978
1126_Indoor_Scene_11.jpg,0.53649857
1127_Indoor_Scene_11.jpg,0.698935555
1128.jpg,0.7815
1128_Indoor_Scene_11.JPG,0.610280565
1129.jpg,0.7125
1129_Indoor_Scene_11.jpg,0.514294993
112_Indoor_Scene_1.jpg,0.619350799
1130.jpg,0.716
1130_Indoor_Scene_11.jpg,0.530471195
1131.jpg,0.797
1131_Indoor_Scene_11.JPG,0.529881835
1132.jpg,0.71
1132_Indoor_Scene_11.jpg,0.686519439
1133.jpg,0.6875
1133_Indoor_Scene_11.jpg,0.509147377
1134.jpg,0.692
1134_Indoor_Scene_11.jpg,0.664654707
1135.jpg,0.721
1135_Indoor_Scene_11.jpg,0.599003692
1136_Indoor_Scene_11.jpg,0.28152047
1137.jpg,0.6855
1137_Indoor_Scene_11.jpg,0.47445221
1138.jpg,0.6965
1138_Indoor_Scene_11.jpg,0.634150618
1139_Indoor_Scene_11.jpg,0.648002331
113_Indoor_Scene_1.jpg,0.931596064
114.jpg,0.688
1140.jpg,0.725
1140_Indoor_Scene_11.jpg,0.74663655
1141.jpg,0.7095
1141_Indoor_Scene_11.jpg,0.640417707
1142.jpg,0.7765
1142_Indoor_Scene_11.jpg,0.567058329
1143.jpg,0.6985
1143_Indoor_Scene_11.jpg,0.54573884
1144.jpg,0.7755
1144_Indoor_Scene_11.jpg,0.664893539
1145.jpg,0.639
1145_Indoor_Scene_11.jpg,0.437837609
1146.jpg,0.6375
1146_Indoor_Scene_11.jpg,0.58313054
1147_Indoor_Scene_11.jpg,0.616921053
1148.jpg,0.7735
1148_Indoor_Scene_11.jpg,0.633430906
1149.jpg,0.6655
1149_Indoor_Scene_11.JPG,0.64228384
114_Indoor_Scene_1.jpg,0.748956762
115.jpg,0.6945
1150.jpg,0.7385
1150_Indoor_Scene_11.jpg,0.627099211
1151.jpg,0.719
1151_Indoor_Scene_11.jpg,0.575862257
1152.jpg,0.6625
1152_Indoor_Scene_11.jpg,0.651981629
1153.jpg,0.724
1153_Indoor_Scene_11.jpg,0.605227925
1154_Indoor_Scene_11.jpg,0.765098789
1155_Indoor_Scene_11.tiff,0.848381479
1156_Indoor_Scene_11.jpg,0.648687475
1157.jpg,0.702
1157_Indoor_Scene_11.jpg,0.617794443
1158.jpg,0.772
1158_Indoor_Scene_11.jpg,0.607658542
1159.jpg,0.726
1159_Indoor_Scene_11.JPG,0.374003323
115_Indoor_Scene_1.jpg,0.689890325
1160.jpg,0.682
1160_Indoor_Scene_11.JPG,0.551208294
1161.jpg,0.7605
1161_Indoor_Scene_11.JPG,0.515420307
1162.jpg,0.831
1162_Indoor_Scene_11.jpg,0.792462661
1163.jpg,0.786
1163_Indoor_Scene_11.jpg,0.544267411
1164.jpg,0.6865
1164_Indoor_Scene_11.jpg,0.672297555
1165_Indoor_Scene_11.jpg,0.459694505
1166.jpg,0.721
1166_Indoor_Scene_11.jpg,0.715065082
1167_Indoor_Scene_11.jpg,0.58695897
1168_Indoor_Scene_11.jpg,0.620563506
1169.jpg,0.7345
1169_Indoor_Scene_11.jpg,0.437638982
116_Indoor_Scene_1.jpg,0.590921146
117.jpg,0.789
1170_Indoor_Scene_11.jpg,0.654431668
1171_Indoor_Scene_11.jpg,0.600637172
1172.jpg,0.7345
1172_Indoor_Scene_11.jpg,0.428142779
1173_Indoor_Scene_11.jpg,0.520241981
1174.jpg,0.7905
1174_Indoor_Scene_11.jpg,0.598680542
1175.jpg,0.7985
1175_Indoor_Scene_11.jpg,0.593461918
1176_Indoor_Scene_11.jpg,0.562433044
1177.jpg,0.7785
1177_Indoor_Scene_11.jpg,0.627826472
1178.jpg,0.7635
1178_Indoor_Scene_11.JPG,0.225081833
1179_Indoor_Scene_11.tiff,0.745092449
117_Indoor_Scene_1.jpg,0.583946936
118.jpg,0.769
1180_Indoor_Scene_11.jpg,0.639510496
1181.jpg,0.694
1181_Indoor_Scene_11.jpg,0.526877327
1182.jpg,0.7325
1182_Indoor_Scene_11.jpg,0.711434233
1183.jpg,0.765
1183_Indoor_Scene_11.jpg,0.5230309
1184.jpg,0.8195
1184_Indoor_Scene_11.jpg,0.680652253
1185_Indoor_Scene_11.jpg,0.529835479
1186.jpg,0.776
1186_Indoor_Scene_11.jpg,0.706838521
1187.jpg,0.645
1187_Indoor_Scene_11.jpg,0.579029603
1188.jpg,0.737
1188_Indoor_Scene_11.jpg,0.707663694
1189.jpg,0.6785
1189_Indoor_Scene_11.jpg,0.619916699
118_Indoor_Scene_1.jpg,0.447831263
119.jpg,0.76
1190.jpg,0.8335
1190_Indoor_Scene_11.jpg,0.3335429
1191_Indoor_Scene_11.jpg,0.516652079
1192.jpg,0.7455
1192_Indoor_Scene_11.jpg,0.64871312
1193.jpg,0.7085
1193_Indoor_Scene_11.jpg,0.690813411
1194.jpg,0.6795
1194_Indoor_Scene_11.jpg,0.504244117
1195_Indoor_Scene_11.jpg,0.510064986
1196.jpg,0.7735
1196_Indoor_Scene_11.jpg,0.562434663
1197.jpg,0.755
1197_Indoor_Scene_11.jpg,0.608840787
1198_Indoor_Scene_11.jpg,0.807121562
1199.jpg,0.7605
1199_Indoor_Scene_11.jpg,0.609683766
119_Indoor_Scene_1.jpg,0.693453025
11_Indoor_Scene_0.JPG,0.533814092
12.jpg,0.6625
1200_Indoor_Scene_11.JPG,0.622186112
1201.jpg,0.8185
1201_Indoor_Scene_11.jpg,0.683957783
1202_Indoor_Scene_11.jpg,0.633910193
1203.jpg,0.7355
1203_Indoor_Scene_11.tiff,0.632982174
1204.jpg,0.783
1204_Indoor_Scene_12.jpg,0.492087359
1205.jpg,0.705
1205_Indoor_Scene_12.jpg,0.62883924
1206.jpg,0.7655
1206_Indoor_Scene_12.jpg,0.881163345
1207.jpg,0.7075
1207_Indoor_Scene_12.jpg,0.745484346
1208_Indoor_Scene_12.jpeg,0.703231976
1209.jpg,0.778
1209_Indoor_Scene_12.jpg,0.607204818
120_Indoor_Scene_1.jpg,0.51433316
1210_Indoor_Scene_12.jpg,0.646234221
1211.jpg,0.785
1211_Indoor_Scene_12.JPG,0.618485894
1212_Indoor_Scene_12.JPG,0.624384554
1213_Indoor_Scene_12.JPG,0.418669712
1214.jpg,0.7455
1214_Indoor_Scene_12.JPG,0.654210872
1215.jpg,0.774
1215_Indoor_Scene_12.JPG,0.401132328
1216.jpg,0.69
1216_Indoor_Scene_12.JPG,0.414022101
1217.jpg,0.752
1217_Indoor_Scene_12.JPG,0.438008133
1218.jpg,0.7105
1218_Indoor_Scene_12.jpg,0.815716712
1219.jpg,0.7025
1219_Indoor_Scene_12.JPG,0.601500341
121_Indoor_Scene_1.jpg,0.571851657
122.jpg,0.72
1220_Indoor_Scene_12.jpg,0.456853875
1221.jpg,0.7605
1221_Indoor_Scene_12.jpg,0.846601695
1222_Indoor_Scene_12.jpg,0.534669306
1223.jpg,0.7415
1223_Indoor_Scene_12.jpg,0.548659843
1224.jpg,0.7715
1224_Indoor_Scene_12.jpeg,0.520294662
1225.jpg,0.7015
1225_Indoor_Scene_12.jpg,0.53409156
1226.jpg,0.7165
1226_Indoor_Scene_12.jpg,0.522162858
1227.jpg,0.755
1227_Indoor_Scene_12.jpg,0.555112175
1228_Indoor_Scene_12.jpg,0.413409484
1229.jpg,0.7565
1229_Indoor_Scene_12.JPG,0.626759692
122_Indoor_Scene_1.tiff,0.2488383
123.jpg,0.7495
1230_Indoor_Scene_12.jpeg,0.563648836
1231.jpg,0.745
1231_Indoor_Scene_12.JPG,0.680334603
1232.jpg,0.7665
1232_Indoor_Scene_12.JPG,0.590026733
1233_Indoor_Scene_12.JPG,0.856665957
1234.jpg,0.683
1234_Indoor_Scene_12.JPG,0.513716252
1235.jpg,0.753
1235_Indoor_Scene_12.JPG,0.558153321
1236_Indoor_Scene_12.jpg,0.624784334
1237.jpg,0.7215
1237_Indoor_Scene_12.tiff,0.502403301
1238_Indoor_Scene_12.jpg,0.669581152
1239.jpg,0.764
1239_Indoor_Scene_12.jpg,0.597371186
123_Indoor_Scene_1.jpg,0.54863885
124.jpg,0.7765
1240.jpg,0.6965
1240_Indoor_Scene_12.jpg,0.519643984
1241.jpg,0.793
1241_Indoor_Scene_12.jpg,0.618077647
1242.jpg,0.7715
1242_Indoor_Scene_12.tiff,0.501398563
1243.jpg,0.714
1243_Indoor_Scene_12.tiff,0.500705689
1244.jpg,0.7355
1244_Indoor_Scene_12.JPG,0.675018284
1245_Indoor_Scene_12.jpg,0.625759014
1246_Indoor_Scene_12.jpg,0.616936145
1247.jpg,0.7065
1247_Indoor_Scene_12.jpg,0.618060191
1248_Indoor_Scene_12.jpg,0.607050952
1249.jpg,0.7135
1249_Indoor_Scene_12.jpg,0.716920327
124_Indoor_Scene_1.jpg,0.410670957
125.jpg,0.64
1250.jpg,0.8095
1250_Indoor_Scene_12.jpg,0.681594273
1251.jpg,0.769
1251_Indoor_Scene_12.jpg,0.630673743
1252.jpg,0.713
1252_Indoor_Scene_12.tiff,0.477270735
1253_Indoor_Scene_12.jpg,0.624248872
1254.jpg,0.832
1254_Indoor_Scene_12.jpg,0.536386421
1255.jpg,0.653
1255_Indoor_Scene_12.jpg,0.514432722
1256.jpg,0.781
1256_Indoor_Scene_12.jpg,0.645152482
1257.jpg,0.7135
1257_Indoor_Scene_12.JPG,0.447904479
1258_Indoor_Scene_12.JPG,0.524554557
1259.jpg,0.76
1259_Indoor_Scene_12.jpg,0.650921705
125_Indoor_Scene_1.jpg,0.646613589
1260.jpg,0.667
1260_Indoor_Scene_12.jpg,0.727134071
1261.jpg,0.6775
1261_Indoor_Scene_12.jpg,0.73312129
1262.jpg,0.726
1262_Indoor_Scene_12.jpg,0.531313938
1263.jpg,0.7755
1263_Indoor_Scene_12.jpg,0.794504615
1264_Indoor_Scene_12.jpg,0.727392162
1265.jpg,0.804
1265_Indoor_Scene_12.jpg,0.748796168
1266.jpg,0.7575
1266_Indoor_Scene_12.jpg,0.590817037
1267_Indoor_Scene_12.jpg,0.273287825
1268.jpg,0.7495
1268_Indoor_Scene_12.jpg,0.494165478
1269.jpg,0.7015
1269_Indoor_Scene_12.jpg,0.483413431
126_Indoor_Scene_1.jpg,0.781404144
127.jpg,0.7125
1270_Indoor_Scene_12.jpg,0.532214286
1271.jpg,0.6245
1271_Indoor_Scene_12.jpg,0.624371476
1272_Indoor_Scene_12.jpg,0.659812381
1273_Indoor_Scene_12.jpg,0.653840527
1274_Indoor_Scene_12.jpg,0.633566511
1275_Indoor_Scene_12.jpg,0.666410312
1276_Indoor_Scene_12.jpg,0.624306024
1277.jpg,0.788
1277_Indoor_Scene_12.jpg,0.67937093
1278.jpg,0.7215
1278_Indoor_Scene_12.jpg,0.501749432
1279.jpg,0.776
1279_Indoor_Scene_12.jpg,0.631522779
127_Indoor_Scene_1.jpg,0.497352249
128.jpg,0.5945
1280_Indoor_Scene_12.jpg,0.560837421
1281_Indoor_Scene_12.jpg,0.502220483
1282.jpg,0.7325
1282_Indoor_Scene_12.jpg,0.261844555
1283.jpg,0.748
1283_Indoor_Scene_12.jpg,0.620471187
1284.jpg,0.718
1284_Indoor_Scene_12.jpg,0.637657529
1285.jpg,0.697
1285_Indoor_Scene_12.jpg,0.644469551
1286_Indoor_Scene_12.jpg,0.511739856
1287.jpg,0.7515
1287_Indoor_Scene_12.jpg,0.60268458
1288.jpg,0.767
1288_Indoor_Scene_12.jpg,0.322368564
1289.jpg,0.798
1289_Indoor_Scene_12.jpg,0.194417317
128_Indoor_Scene_1.jpeg,0.539344215
1290.jpg,0.8175
1290_Indoor_Scene_12.jpg,0.667440219
1291_Indoor_Scene_12.jpg,0.620506212
1292.jpg,0.711
1292_Indoor_Scene_12.jpg,0.567208684
1293_Indoor_Scene_12.jpg,0.605414694
1294_Indoor_Scene_12.jpg,0.588838602
1295.jpg,0.736
1295_Indoor_Scene_12.jpg,0.563737909
1296_Indoor_Scene_12.jpg,0.620876267
1297.jpg,0.754
1297_Indoor_Scene_12.jpg,0.630708881
1298_Indoor_Scene_12.JPG,0.575572299
1299.jpg,0.7545
1299_Indoor_Scene_12.jpg,0.583765912
129_Indoor_Scene_1.jpg,0.960655155
12_Indoor_Scene_0.jpg,0.58387544
13.jpg,0.7325
1300.jpg,0.773
1301.jpg,0.834
1304.jpg,0.784
1305.jpg,0.7665
1306.jpg,0.8215
1307.jpg,0.7925
1309.jpg,0.687
130_Indoor_Scene_1.JPG,0.474315624
131.jpg,0.7075
1310.jpg,0.7265
1313.jpg,0.6575
1316.jpg,0.7115
1318.jpg,0.679
1319.jpg,0.67
131_Indoor_Scene_1.jpg,0.791205218
132.jpg,0.759
1320.jpg,0.753
1321.jpg,0.718
1322.jpg,0.737
1323.jpg,0.674
1325.jpg,0.748
1326.jpg,0.773
1327.jpg,0.7055
1328.jpg,0.7375
132_Indoor_Scene_1.jpg,0.684044075
133.jpg,0.7835
1330.jpg,0.7435
1332.jpg,0.687
1333.jpg,0.7675
1335.jpg,0.742
1336.jpg,0.747
1337.jpg,0.632
1338.jpg,0.8205
1339.jpg,0.7205
133_Indoor_Scene_1.jpg,0.698794972
134.jpg,0.7925
1341.jpg,0.7585
1343.jpg,0.754
1345.jpg,0.646
1348.jpg,0.7795
1349.jpg,0.6885
134_Indoor_Scene_1.jpg,0.678409789
135.jpg,0.6895
1352.jpg,0.7305
1353.jpg,0.706
1354.jpg,0.6515
1355.jpg,0.7345
1357.jpg,0.717
1358.jpg,0.754
1359.jpg,0.652
135_Indoor_Scene_1.jpg,0.860632545
136.jpg,0.713
1360.jpg,0.7005
1361.jpg,0.6615
1362.jpg,0.737
1363.jpg,0.726
1364.jpg,0.745
1366.jpg,0.774
1367.jpg,0.804
1369.jpg,0.791
136_Indoor_Scene_1.jpg,0.779780986
137.jpg,0.773
1370.jpg,0.7265
1371.jpg,0.7615
1372.jpg,0.8175
1373.jpg,0.7905
1375.jpg,0.717
1376.jpg,0.7255
1378.jpg,0.682
1379.jpg,0.587
137_Indoor_Scene_1.jpg,0.641027441
138.jpg,0.767
1380.jpg,0.7895
1381.jpg,0.7345
1382.jpg,0.672
1383.jpg,0.7155
1385.jpg,0.726
1386.jpg,0.737
1387.jpg,0.7815
1388.jpg,0.776
1389.jpg,0.6815
138_Indoor_Scene_1.JPG,0.632120994
139.jpg,0.782
1390.jpg,0.5975
1391.jpg,0.6895
1392.jpg,0.763
1393.jpg,0.733
1394.jpg,0.7825
1395.jpg,0.641
1396.jpg,0.746
1397.jpg,0.7145
1397_Lowlight_Scene_14.jpg,0.685275066
1398.jpg,0.7805
1398_Lowlight_Scene_14.jpg,0.553241332
1399_Lowlight_Scene_14.JPG,0.563838596
139_Indoor_Scene_1.JPG,0.643946095
13_Indoor_Scene_0.jpg,0.738361911
14.jpg,0.6865
140.jpg,0.685
1400.jpg,0.7345
1400_Lowlight_Scene_14.JPG,0.696770916
1401.jpg,0.6915
1401_Lowlight_Scene_14.JPG,0.403026397
1402.jpg,0.736
1402_Lowlight_Scene_14.jpeg,0.519915678
1403.jpg,0.653
1403_Lowlight_Scene_14.jpg,0.633397224
1404.jpg,0.752
1404_Lowlight_Scene_14.jpg,0.549415904
1405.jpg,0.7635
1405_Lowlight_Scene_14.jpg,0.498434503
1406_Lowlight_Scene_14.jpg,0.549646096
1407.jpg,0.78
1407_Lowlight_Scene_14.jpg,0.493121706
1408_Lowlight_Scene_14.JPG,0.53001465
1409.jpg,0.7435
1409_Lowlight_Scene_14.jpeg,0.445286916
140_Indoor_Scene_1.tiff,0.589711744
1410.jpg,0.743
1410_Lowlight_Scene_14.JPG,0.672880499
1411.jpg,0.747
1411_Lowlight_Scene_14.JPG,0.56276075
1412.jpg,0.727
1412_Lowlight_Scene_14.jpg,0.69128414
1413_Lowlight_Scene_14.jpg,0.707316971
1414.jpg,0.6625
1414_Lowlight_Scene_14.jpg,0.63270831
1415.jpg,0.7795
1415_Lowlight_Scene_14.jpg,0.790790432
1416_Lowlight_Scene_14.jpg,0.63183464
1417.jpg,0.6535
1417_Lowlight_Scene_14.jpg,0.606267098
1418.jpg,0.7585
1418_Lowlight_Scene_14.tiff,0.606785248
1419.jpg,0.8365
1419_Lowlight_Scene_14.jpg,0.862084452
141_Indoor_Scene_1.JPG,0.731000143
1420.jpg,0.7375
1420_Lowlight_Scene_14.JPG,0.579679204
1421.jpg,0.6545
1421_Lowlight_Scene_14.jpg,0.59098345
1422.jpg,0.771
1422_Lowlight_Scene_14.jpg,0.47869582
1423_Lowlight_Scene_14.jpg,0.604567983
1424.jpg,0.593
1424_Lowlight_Scene_14.jpg,0.60691685
1425.jpg,0.6735
1425_Lowlight_Scene_14.jpg,0.541327041
1426.jpg,0.7695
1426_Lowlight_Scene_14.jpg,0.45431746
1427_Lowlight_Scene_14.jpg,0.461805886
1428.jpg,0.7095
1428_Lowlight_Scene_14.jpg,0.58209962
1429.jpg,0.727
1429_Lowlight_Scene_14.jpg,0.627435831
142_Indoor_Scene_1.jpg,0.566810185
143.jpg,0.7815
1430_Lowlight_Scene_14.jpg,0.658350592
1431.jpg,0.6725
1431_Lowlight_Scene_14.jpg,0.486320359
1432.jpg,0.7345
1432_Lowlight_Scene_14.jpg,0.771492143
1433.jpg,0.6775
1433_Lowlight_Scene_14.jpg,0.498532577
1434.jpg,0.728
1434_Lowlight_Scene_14.jpg,0.581481553
1435.jpg,0.719
1435_Lowlight_Scene_14.jpg,0.558999213
1436.jpg,0.746
1436_Lowlight_Scene_14.JPG,0.637380129
1437.jpg,0.7965
1437_Lowlight_Scene_14.jpg,0.535760032
1438.jpg,0.7005
1438_Lowlight_Scene_14.jpg,0.595633777
1439.jpg,0.8
1439_Lowlight_Scene_14.jpg,0.682915269
143_Indoor_Scene_1.jpg,0.518212963
1440_Lowlight_Scene_14.jpg,0.718760947
1441.jpg,0.778
1441_Lowlight_Scene_14.jpg,0.565036145
1442.jpg,0.749
1442_Lowlight_Scene_14.jpg,0.574266498
1443.jpg,0.738
1443_Lowlight_Scene_14.jpg,0.524805414
1444.jpg,0.774
1444_Lowlight_Scene_14.tiff,0.637524737
1445.jpg,0.6895
1445_Lowlight_Scene_14.jpg,0.574927732
1446.jpg,0.7565
1446_Lowlight_Scene_14.JPG,0.535574193
1447_Lowlight_Scene_14.JPG,0.836464089
1448.jpg,0.613
1448_Lowlight_Scene_14.JPG,0.606478542
1449.jpg,0.7115
1449_Lowlight_Scene_14.jpg,0.757608028
144_Indoor_Scene_1.jpg,0.390259146
145.jpg,0.7585
1450_Lowlight_Scene_14.jpg,0.506245349
1451.jpg,0.7275
1451_Lowlight_Scene_14.jpg,0.321373352
1452.jpg,0.8165
1452_Lowlight_Scene_14.jpg,0.544467957
1453.jpg,0.759
1453_Lowlight_Scene_14.jpg,0.717805626
1454_Lowlight_Scene_14.jpg,0.566903335
1455.jpg,0.78
1455_Lowlight_Scene_14.jpg,0.608522586
1456_Lowlight_Scene_14.jpg,0.89388789
1457_Lowlight_Scene_14.jpg,0.438584673
