"image_name","MOS_zscore","MOS"
"82824130.jpg",29.4625,2.066666666
"83935018.jpg",44.65625,2.675
"84018414.jpg",62.2857142857143,3.35
"85119046.jpg",35.03125,2.308333333
"85240920.jpg",43.8863636363636,2.639344262
"86243803.jpg",39.01875,2.479338842
"86543550.jpg",68.375,3.583333333
"87511338.jpg",32.9,2.208333333
"89393627.jpg",27.4138655462185,2.016666666
"90834437.jpg",83.6386554621849,4.165289256
"91357025.jpg",64.5042016806723,3.408333333
"92317233.jpg",26.025,1.966942148
"92336148.jpg",66.10625,3.462809917
"92466227.jpg",48.2121848739496,2.808333333
"93473094.jpg",43.0126050420168,2.583333333
"93917546.jpg",51.3319327731092,2.9
"94886803.jpg",70.50625,3.661157024
"95019293.jpg",37.3970588235294,2.383333333
"95721252.jpg",44.8625,2.683333333
"96655810.jpg",56.61875,3.115702479
"97984449.jpg",47.0336134453782,2.783333333
"99355212.jpg",61.2045454545455,3.295081967
"100117038.jpg",75.1125,3.842975206
"100882570.jpg",65.4747899159664,3.462809917
"101601008.jpg",61.0875,3.330578512
"102995966.jpg",16.4600840336134,1.591666666
"103400056.jpg",77.8625,3.941666666
"104219737.jpg",50.2954545454545,2.893442622
"105620456.jpg",55.8625,3.074380165
"106456452.jpg",25.2727272727273,1.926229508
"106652866.jpg",49.0441176470588,2.859504132
"107505789.jpg",54.35,3.049586776
"107799222.jpg",73.2727272727273,3.762295081
"109825878.jpg",37.23125,2.383333333
"110356262.jpg",35.925,2.333333333
"113663782.jpg",67.55,3.561983471
"113701797.jpg",48.09375,2.791666666
"115290990.jpg",42.9432773109244,2.583333333
"117172917.jpg",62.9789915966387,3.341666666
"120328351.jpg",39.225,2.454545454
"120459577.jpg",51.4012605042017,2.975206611
"120983206.jpg",63.0125,3.363636363
"121123359.jpg",88.24375,4.363636363
"122346209.jpg",34.20625,2.275
"122553631.jpg",37.85,2.391666666
"122760647.jpg",50.9125,2.917355371
"123242995.jpg",60.968487394958,3.297520661
"125829275.jpg",34.1386554621849,2.275
"127977276.jpg",80.1029411764706,4.024793388
"128079586.jpg",57.640756302521,3.175
"128293583.jpg",72.4075630252101,3.75
"128715765.jpg",56.9772727272727,3.13114754
"128781220.jpg",59.7205882352941,3.264462809
"129023751.jpg",77.6764705882353,3.917355371
"132921013.jpg",72.5909090909091,3.729508196
"133829142.jpg",23.4125,1.867768595
"134343714.jpg",40.031512605042,2.525
"135352055.jpg",15.8361344537815,1.586776859
"135403304.jpg",25.0567226890756,1.941666666
"136287514.jpg",22.79375,1.825
"136948336.jpg",78.9625,3.975
"137731604.jpg",21.5903361344538,1.783333333
"137841242.jpg",70.7125,3.67768595
"138750201.jpg",56.34375,3.108333333
"139253033.jpg",30.90625,2.157024793
"139611767.jpg",17.6386554621849,1.669421487
"139999071.jpg",25.68125,1.933333333
"141087919.jpg",79.5483193277311,4.033057851
"141683460.jpg",68.594537815126,3.616666666
"142117255.jpg",67.9625,3.566666666
"142607218.jpg",55.8625,3.083333333
"143394138.jpg",29.94375,2.123966942
"143622689.jpg",62.7375,3.366666666
"143643298.jpg",22.1449579831933,1.8
"143899204.jpg",44.8625,2.675
"144272742.jpg",24.16875,1.866666666
"145089144.jpg",19.425,1.691666666
"145215893.jpg",10.14375,1.35
"145517507.jpg",41.35625,2.528925619
"146926363.jpg",9.9375,1.325
"147639760.jpg",47.40625,2.776859504
"147783170.jpg",34.2079831932773,2.275
"149795981.jpg",63.0483193277311,3.358333333
"149836125.jpg",46.7563025210084,2.766666666
"149867784.jpg",72.8928571428571,3.768595041
"152780037.jpg",40.6554621848739,2.553719008
"153557108.jpg",67.4159663865546,3.516666666
"153876946.jpg",52.9264705882353,2.975
"154270569.jpg",70.4772727272727,3.663934426
"154603426.jpg",64,3.426229508
"154740129.jpg",7.6,1.25
"155289213.jpg",48.0735294117647,2.783333333
"155365010.jpg",21.14375,1.793388429
"155711788.jpg",13.16875,1.466666666
"155797839.jpg",79.4096638655462,3.975
"156015117.jpg",62.077731092437,3.333333333
"156117321.jpg",32.2668067226891,2.223140495
"156266461.jpg",41.0125,2.516666666
"156451756.jpg",48.0735294117647,2.818181818
"158100229.jpg",53.7584033613445,3.033333333
"159144665.jpg",74.15,3.776859504
"159838722.jpg",74.9033613445378,3.809917355
"160123908.jpg",63.3949579831933,3.35
"160981911.jpg",64.25,3.408333333
"160999577.jpg",30.5909090909091,2.139344262
"161483962.jpg",53.9375,3.008333333
"161551525.jpg",42.86875,2.6
"163208499.jpg",27.3181818181818,2.008196721
"163666873.jpg",44.8151260504202,2.702479338
"163977327.jpg",22.38125,1.808333333
"165074300.jpg",71.3676470588235,3.691666666
"166528976.jpg",62.25625,3.314049586
"169625095.jpg",43.9831932773109,2.641666666
"169779095.jpg",66.3125,3.5
"171857013.jpg",48.9875,2.825
"174715115.jpg",28.3151260504202,2.05
"175326787.jpg",35.2272727272727,2.319672131
"176663631.jpg",66.1818181818182,3.491803278
"178403727.jpg",32.2125,2.198347107
"181220864.jpg",28.98125,2.083333333
"183156510.jpg",48.8361344537815,2.841666666
"185458280.jpg",11.1911764705882,1.429752066
"186520031.jpg",60.8298319327731,3.289256198
"187485230.jpg",45.7163865546218,2.727272727
"187499391.jpg",46.8256302521008,2.75
"187640892.jpg",37.8181818181818,2.401639344
"189899579.jpg",45.825,2.719008264
"194278089.jpg",61.5,3.297520661
"194369363.jpg",29.4625,2.083333333
"196734006.jpg",72.4768907563025,3.708333333
"197324620.jpg",62.563025210084,3.375
"198187235.jpg",60.1365546218487,3.264462809
"200825729.jpg",67.06875,3.504132231
"202351926.jpg",74.6953781512605,3.791666666
"202551289.jpg",34.3466386554622,2.283333333
"203950866.jpg",72.7542016806723,3.760330578
"205662428.jpg",36.6344537815126,2.380165289
"206294085.jpg",26.9875,1.991666666
"208949930.jpg",72.6848739495798,3.7
"211562425.jpg",35.2478991596639,2.338842975
"211603206.jpg",65.4747899159664,3.47107438
"213439801.jpg",20.6197478991597,1.785123966
"213906996.jpg",86.6625,4.283333333
"214064484.jpg",53.73125,3.033057851
"215794898.jpg",52.7878151260504,2.95
"218453569.jpg",61.6617647058824,3.35
"218457399.jpg",43.075,2.625
"220183616.jpg",41.5567226890756,2.570247933
"220503608.jpg",27.0672268907563,2.016666666
"222335349.jpg",64.9894957983193,3.462809917
"223186789.jpg",57.1,3.141666666
"223191871.jpg",40.7247899159664,2.5
"224076897.jpg",62.2857142857143,3.325
"226477214.jpg",38.5756302521008,2.47107438
"228617373.jpg",34.2773109243698,2.283333333
"229400288.jpg",46.375,2.725
"231161527.jpg",52.8375,2.983471074
"232327907.jpg",57.0861344537815,3.125
"233025659.jpg",66.3125,3.483333333
"233045606.jpg",65.2125,3.45
"233045618.jpg",40.8634453781513,2.545454545
"234944177.jpg",72.56875,3.733333333
"239029957.jpg",74.2794117647059,3.791666666
"240236110.jpg",72.8235294117647,3.766666666
"240689125.jpg",58.40625,3.190082644
"242395156.jpg",13.4090909090909,1.483606557
"242503451.jpg",17.9772727272727,1.655737704
"244484608.jpg",16.0441176470588,1.628099173
"246188030.jpg",10.35,1.366666666
"249590486.jpg",62.39375,3.358333333
"251925288.jpg",31.525,2.173553719
"252435496.jpg",33.3125,2.239669421
"253771260.jpg",37.7125,2.421487603
"254969296.jpg",51.7478991596639,2.950413223
"255478501.jpg",8.76470588235294,1.330578512
"255857546.jpg",75.1806722689076,3.858333333
"255984640.jpg",43.2125,2.61983471
"255985226.jpg",24.640756302521,1.9
"257114018.jpg",46.99375,2.752066115
"257457837.jpg",38.74375,2.433333333
"258502837.jpg",49.5294117647059,2.88429752
"258893048.jpg",58.475,3.183333333
"260267679.jpg",71.725,3.641666666
"261641635.jpg",78.6689189189189,3.9
"262123064.jpg",53.0868644067797,2.983333333
"264173063.jpg",34.9705882352941,2.325
"264903403.jpg",71.3075221238938,3.558333333
"268066639.jpg",54.1666666666667,3.008333333
"268926698.jpg",53.4575471698113,2.966666666
"269509962.jpg",58.6763392857143,3.158333333
"271262860.jpg",58.8910256410256,3.198347107
"271837545.jpg",79.4121621621622,3.891666666
"272115602.jpg",57.2767857142857,3.15
"272411695.jpg",15.2627118644068,1.566666666
"272518935.jpg",57.65,3.191666666
"273181633.jpg",68.679203539823,3.466666666
"273844105.jpg",79.7368421052632,3.991666666
"274223521.jpg",32.9976635514019,2.316666666
"274390572.jpg",36.5169491525424,2.366666666
"275983561.jpg",50.7270642201835,2.841666666
"276009784.jpg",62.8050847457627,3.316666666
"276570133.jpg",38.6449579831933,2.441666666
"276590560.jpg",40.1689189189189,2.5
"277244271.jpg",49.0582524271845,2.808333333
"277758418.jpg",55.6995798319328,3.075
"278235103.jpg",39.722972972973,2.491666666
"278636331.jpg",58.0870535714286,3.158333333
"280028696.jpg",30.7415966386555,2.15
"281609508.jpg",60.7361111111111,3.15
"282730228.jpg",54.6986607142857,3.033333333
"285149839.jpg",42.6989795918367,2.607361963
"285183593.jpg",20.8445945945946,1.841666666
"286576891.jpg",48.0529661016949,2.783333333
"287350518.jpg",33.510593220339,2.233333333
"288113726.jpg",22.0128205128205,1.8
"288435225.jpg",45.9734513274336,2.725
"288926242.jpg",53.9663865546218,3.008333333
"289395722.jpg",38.3177570093458,2.433333333
"289462174.jpg",26.9695652173913,2.033333333
"290161904.jpg",68.925,3.566666666
"290776828.jpg",71.3177570093458,3.608333333
"290784782.jpg",71.5444915254237,3.691666666
"295960855.jpg",69.703781512605,3.616666666
"296426748.jpg",27.0084745762712,2
"296739390.jpg",55.0833333333333,3.082644628
"298323953.jpg",57.7382075471698,3.141666666
"298392087.jpg",64.2242990654206,3.333333333
"299211567.jpg",30.55,2.141666666
"299519765.jpg",74.95,3.675
"301104017.jpg",72.43125,3.783333333
"302681636.jpg",53.5762711864407,3.041666666
"304760277.jpg",74.2660550458716,3.65
"306264588.jpg",20.2013274336283,1.783333333
"306315468.jpg",30.8967889908257,2.233333333
"306909339.jpg",42.5446428571429,2.6
"307525026.jpg",60.9358974358974,3.308333333
"310467976.jpg",75.7352941176471,3.875
"311996877.jpg",45.0924369747899,2.658333333
"312749227.jpg",76.4487179487179,3.908333333
"313424539.jpg",75.1052631578947,3.75
"313550822.jpg",54.4357798165138,3.066666666
"313650765.jpg",39.6946902654867,2.525
"316618516.jpg",33.740157480315,2.272727272
"318700026.jpg",73.781779661017,3.7
"319557469.jpg",59.3445945945946,3.208333333
"320987228.jpg",83.4306722689076,4.141666666
"322036819.jpg",36.2427184466019,2.333333333
"322245825.jpg",58.5229357798165,3.141666666
"323541643.jpg",23.55,1.926470588
"324220404.jpg",62.6100917431193,3.375
"324339500.jpg",40.9858870967742,2.524822695
"325203196.jpg",15.2241379310345,1.575
"325223545.jpg",67.1434782608696,3.483333333
"325296963.jpg",44.5416666666667,2.683333333
"326195053.jpg",50.9194915254237,2.875
"326299244.jpg",42.4671052631579,2.583333333
"331340631.jpg",51.4012605042017,2.95
"331406867.jpg",19.4411764705882,1.691666666
"332288233.jpg",46.1194690265487,2.833333333
"332883741.jpg",48.8794642857143,2.791666666
"333145920.jpg",65.0423728813559,3.45
"336052627.jpg",42.6216216216216,2.608333333
"338924292.jpg",32.3179611650485,2.225
"341491962.jpg",58.1810344827586,3.141666666
"342221498.jpg",32.3361344537815,2.191666666
"344443695.jpg",51.291095890411,2.877300613
"344636344.jpg",69.1361607142857,3.516666666
"346617303.jpg",32.5267857142857,2.258333333
"346617779.jpg",21.9144736842105,1.891666666
"347162205.jpg",31.5425531914894,2.189873417
"348162485.jpg",26.3046218487395,1.975
"349896134.jpg",38.705078125,2.4375
"351997474.jpg",50.6586538461538,2.841666666
"352331466.jpg",38.3125,2.466666666
"352602458.jpg",29.5521739130435,2.108333333
"352744670.jpg",14.3783783783784,1.608333333
"353228664.jpg",66.0508849557522,3.45
"354153075.jpg",41.575,2.525
"354899371.jpg",59.2702702702703,3.15
"356523006.jpg",64.3986486486486,3.375
"357452255.jpg",26.3340707964602,2.025
"357641600.jpg",21.313025210084,1.758333333
"358360301.jpg",66.853982300885,3.416666666
"358433606.jpg",27.0607476635514,2.058333333
"358438532.jpg",35.0117924528302,2.325
"359723983.jpg",72.0934782608696,3.675
"361037189.jpg",86.0487804878049,3.978723404
"361252644.jpg",43.6621621621622,2.616666666
"362016009.jpg",48.25,2.758333333
"362290262.jpg",72.4256756756757,3.633333333
"363482906.jpg",68.5381355932203,3.508333333
"364777572.jpg",63.2433035714286,3.308333333
"364905354.jpg",74.7389380530973,3.808333333
"366471935.jpg",79.65,3.983333333
"368909912.jpg",58.3849557522124,3.241666666
"369451183.jpg",47.3325892857143,2.75
"369605204.jpg",65.14375,3.475
"371935095.jpg",81.325,3.841666666
"372117089.jpg",67.0717391304348,3.441666666
"372866056.jpg",44.5206422018349,2.65
"374612387.jpg",64.1334745762712,3.391666666
"375084308.jpg",59.052752293578,3.233333333
"375446021.jpg",48.2165178571429,2.808333333
"376684942.jpg",56.4427966101695,3.133333333
"377273746.jpg",12.4782608695652,1.508333333
"379323686.jpg",72.025,3.591666666
"379362291.jpg",56.8622881355932,3.116666666
"379437662.jpg",68.6651376146789,3.566666666
"381148704.jpg",57.4430693069307,3.1
"382774042.jpg",20.8147321428571,1.825
"384788069.jpg",77.35,3.783333333
"386746008.jpg",62.4243697478992,3.3
"387003357.jpg",31.7702702702703,2.158333333
"387259022.jpg",50.2828947368421,2.891666666
"390226070.jpg",72.2566371681416,3.666666666
"392103652.jpg",33.3707627118644,2.266666666
"392179845.jpg",16.248275862069,1.683229813
"392558137.jpg",40.7302631578947,2.541666666
"395036065.jpg",27.4325657894737,2.06547619
"395147567.jpg",41.851724137931,2.552795031
"395315549.jpg",52.1875,2.897959183
"396221760.jpg",61.5948275862069,3.25
"396505725.jpg",28.5705128205128,2.025
"398551269.jpg",48.7905405405405,2.758333333
"403993453.jpg",32.3919491525424,2.175
"404033442.jpg",62.8050847457627,3.308333333
"405908679.jpg",65.2281879194631,3.323170731
"406881914.jpg",76.7625,3.941666666
"408607884.jpg",59.7899159663866,3.216666666
"409233389.jpg",46.0576923076923,2.725
"409280416.jpg",49.6680672268908,2.85
"409446076.jpg",39.8407079646018,2.508333333
"409597917.jpg",40.251953125,2.486111111
"409821164.jpg",62.7673913043478,3.333333333
"411025625.jpg",71.8931034482759,3.525
"411090819.jpg",16.9,1.725
"411787882.jpg",75.4652173913043,3.75
"412289790.jpg",17.4263392857143,1.691666666
"414385138.jpg",68.7408256880734,3.5
"414892775.jpg",61.1071428571429,3.266666666
"415283727.jpg",49.9889380530973,2.9
"415663858.jpg",45.9936974789916,2.7
"416573735.jpg",39.2884615384615,2.458333333
"416910261.jpg",30.2155963302752,2.2
"417711208.jpg",71.3899082568807,3.55
"417853178.jpg",74.2087378640777,3.641666666
"418145002.jpg",58.6714285714286,3.166666666
"418308346.jpg",61.75,3.2
"422092606.jpg",62.1689189189189,3.291666666
"425916994.jpg",37.575,2.433333333
"426081951.jpg",76.4391891891892,3.7
"426656293.jpg",47.7739130434783,2.8
"427196028.jpg",37.6238317757009,2.475
"430051470.jpg",62.2857142857143,3.190184049
"430961914.jpg",69.3469827586207,3.566666666
"432158024.jpg",74.2543103448276,3.775
"432256405.jpg",53.5063559322034,2.966666666
"432860543.jpg",84.0347222222222,3.941666666
"433731087.jpg",24.325,2
"434108213.jpg",38.8782608695652,2.441666666
"434127863.jpg",58.3080357142857,3.191666666
"434605634.jpg",70.0581896551724,3.65
"434815119.jpg",22.9521739130435,1.858333333
"435179511.jpg",77.9513274336283,3.933333333
"435823507.jpg",68.0760869565217,3.566666666
"439745674.jpg",41.2875,2.575
"440297710.jpg",57.5277777777778,3.108333333
"441241455.jpg",45,2.64539007
"443706084.jpg",61.2943925233645,3.266666666
"443805629.jpg",59.7721238938053,3.208333333
"445846327.jpg",80.275,3.95
"446796521.jpg",34.9326086956522,2.3
"447697089.jpg",67.8481308411215,3.425
"447977798.jpg",57.3621495327103,3.05
"448305008.jpg",66.3067226890756,3.45
"449395753.jpg",54.4,2.975
"450063799.jpg",61.3472222222222,3.208333333
"450338979.jpg",7.2787610619469,1.325
"450407660.jpg",61.7115384615385,3.195488721
"450789020.jpg",49.6824324324324,2.816666666
"451764144.jpg",63.7139830508475,3.416666666
"452671189.jpg",23.4665178571429,1.866666666
"452715885.jpg",57.1987179487179,3.158333333
"456472871.jpg",62.5803571428571,3.325
"457397602.jpg",47.3606194690265,2.75
"459891743.jpg",71.4594594594595,3.641666666
"460024423.jpg",71.95,3.716666666
"460148364.jpg",45.7378048780488,2.69503546
"460276399.jpg",64.8097345132743,3.316666666
"460737356.jpg",46.225,2.7
"461078499.jpg",13.3050847457627,1.5
"461213420.jpg",12.48125,1.475
"463199566.jpg",54.6635514018692,3
"463426919.jpg",35.2478991596639,2.341666666
"463525569.jpg",69.0435779816514,3.5
"464118000.jpg",40.3,2.508333333
"466432603.jpg",54.3355263157895,3.05
"468518360.jpg",64.8807339449541,3.35
"468574107.jpg",18.5596330275229,1.791666666
"468764619.jpg",58.6065217391304,3.216666666
"469009898.jpg",62.6370192307692,3.233333333
"469890496.jpg",56.7224576271186,3.108333333
"470258883.jpg",47.7745535714286,2.733333333
"473566328.jpg",71.0114678899083,3.516666666
"473881316.jpg",16.984375,1.708333333
"474070389.jpg",77.5862831858407,3.9
"475853335.jpg",29.1875,2.136054421
"477928479.jpg",45.577731092437,2.7
"477939756.jpg",73.9241071428571,3.691666666
"480626798.jpg",25.3340336134454,1.925
"482147713.jpg",73.8082524271845,3.608333333
"483164670.jpg",42.0384615384615,2.532258064
"483591009.jpg",62.8349514563107,3.275
"484860366.jpg",30.425,2.15
"485174290.jpg",67.2972972972973,3.541666666
"486068453.jpg",43.3879310344828,2.633333333
"486170909.jpg",56.5401785714286,3.075
"487860600.jpg",15.8220338983051,1.566666666
"488823133.jpg",65.3014705882353,3.316666666
"489975423.jpg",71.675,3.7
"491839128.jpg",34.6292372881356,2.266666666
"492751146.jpg",52.9092920353982,3.041666666
"493128717.jpg",66.8513513513514,3.425
"494015270.jpg",50.954128440367,2.925
"494236256.jpg",38.6926605504587,2.508333333
"496109303.jpg",45.4661016949153,2.65
"496162577.jpg",45.3163716814159,2.691666666
"497163401.jpg",73.7118644067797,3.716666666
"497525662.jpg",51.7287234042553,2.884615384
"498265046.jpg",36.8875,2.383333333
"499095228.jpg",81.9862385321101,4.058333333
"500101169.jpg",74.2012711864407,3.783333333
"500876950.jpg",73.2413043478261,3.708333333
"501669092.jpg",27.4441964285714,2.05
"502182808.jpg",71.7683486238532,3.7
"502416007.jpg",38.0871559633027,2.425
"503291895.jpg",64.3910256410256,3.341666666
"503496072.jpg",55.375,3.091666666
"507507455.jpg",72.15625,3.616666666
"510686957.jpg",58.1607142857143,3.141666666
"513128907.jpg",80.4495798319328,4.066666666
"513723164.jpg",56.1216814159292,3.016666666
"514498047.jpg",56.2455357142857,3.066666666
"516784418.jpg",73.031512605042,3.725
"517369320.jpg",60,3.14
"517716589.jpg",80.353813559322,3.958333333
"518080817.jpg",61.722972972973,3.233333333
"518876891.jpg",33.2373949579832,2.225
"522689278.jpg",55.8589743589744,3.041666666
"523099326.jpg",67,3.558333333
"523281293.jpg",63.8157894736842,3.391666666
"524406040.jpg",38.4305555555556,2.408333333
"525227728.jpg",76.9978813559322,3.841666666
"526016794.jpg",45.1703539823009,2.658333333
"526020496.jpg",54.925,2.966666666
"526555735.jpg",50.197247706422,2.858333333
"526762082.jpg",67.8319327731092,3.5
"527633229.jpg",53.9059633027523,2.958333333
"528858440.jpg",36.5826086956522,2.4
"528938817.jpg",38.0909090909091,2.416058394
"528982659.jpg",42.6919642857143,2.566666666
"531477784.jpg",13.1323529411765,1.475
"531889120.jpg",69.1673728813559,3.616666666
"535434144.jpg",74.35,3.75
"535787632.jpg",38.5995575221239,2.525
"537074410.jpg",39.2146226415094,2.441666666
"537232636.jpg",40.2960526315789,2.516666666
"539361542.jpg",74.1831896551724,3.741666666
"539524376.jpg",38.0864485981308,2.458333333
"540261908.jpg",52.4275700934579,2.908333333
"545103098.jpg",8.34110169491525,1.308333333
"549547230.jpg",48.1428571428571,2.858333333
"552629141.jpg",30.5379464285714,2.175
"556649487.jpg",60.0022321428571,3.15
"558820165.jpg",63.9679487179487,3.325
"560054684.jpg",21.0573394495413,1.858333333
"561215186.jpg",63.4955752212389,3.375
"562942809.jpg",21.2027559055118,1.853146853
"563363297.jpg",44.224358974359,2.616666666
"563494328.jpg",25.68125,1.916666666
"564783596.jpg",66.510593220339,3.508333333
"570171486.jpg",64.4131355932203,3.45
"582148952.jpg",69.8727678571429,3.633333333
"590233260.jpg",63.4198113207547,3.3
"594061158.jpg",77.2586956521739,3.833333333
"596587243.jpg",65.4217391304348,3.45
"610496828.jpg",75.6319444444444,3.783333333
"611264152.jpg",59.3289473684211,3.133333333
"611785273.jpg",32.2099056603774,2.25
"615034576.jpg",13.16875,1.458333333
"616692637.jpg",38.0093457943925,2.458333333
"628981585.jpg",76.7752100840336,3.891666666
"629401204.jpg",43.7058823529412,2.591666666
"632270898.jpg",66.510593220339,3.491666666
"640351831.jpg",69.6776315789474,3.6
"641595598.jpg",74.7478260869565,3.841666666
"649761301.jpg",33.6071428571429,2.279720279
"656718644.jpg",27.9711538461538,2.141891891
"657099880.jpg",51.1707317073171,2.836879432
"665094052.jpg",29.8026315789474,2.125
"669490972.jpg",26.7523364485981,2.041666666
"677921002.jpg",67.4626168224299,3.533333333
"682337857.jpg",58.603982300885,3.191666666
"688110993.jpg",69.3571428571429,3.583333333
"691940284.jpg",72.2224770642202,3.541666666
"697114350.jpg",52.2217391304348,2.900826446
"701112732.jpg",53.2247706422018,3.016666666
"706409343.jpg",72.088785046729,3.658333333
"735046558.jpg",28.8893805309735,2.075
"742801177.jpg",46.4864864864865,2.733333333
"751468322.jpg",28.9935897435897,2.058333333
"762560347.jpg",57.2375,3.15
"763136296.jpg",70.7087155963303,3.658333333
"764877350.jpg",52.975,3.008333333
"767916820.jpg",71.2867647058823,3.541666666
"772323238.jpg",47.0183486238532,2.808333333
"774152136.jpg",54.7836538461538,2.975
"818793256.jpg",58.6113445378151,3.191666666
"823805862.jpg",32.1974789915966,2.191666666
"827067298.jpg",69.7013274336283,3.541666666
"859991088.jpg",14.5796460176991,1.566666666
"869382458.jpg",49.0441176470588,2.85
"872022815.jpg",30.8269230769231,2.191666666
"873682751.jpg",38.675,2.466666666
"885060581.jpg",56.9977876106195,3.166666666
"890231750.jpg",49.9551886792453,2.841666666
"898061275.jpg",75.4347014925373,3.633333333
