image_name,JOD,quality_mos,quality_mos,,,,
3158_Night_Scene_29.jpg,3.534796101,0.881501978,0.881501978,,,,
1206_Indoor_Scene_12.jpg,3.53070007,0.881163345,0.881163345,,,,
2888_Night_Scene_27.jpg,3.499761538,0.878605548,0.878605548,,,,
4240_Outdoor_Scene_41.jpg,3.496677423,0.878350574,0.878350574,,,,
2085_Lowlight_Scene_20.jpg,3.472965156,0.876390198,0.876390198,,,,
2112_Lowlight_Scene_20.jpg,3.464835769,0.875718113,0.875718113,,,,
551_Indoor_Scene_6.jpg,3.438930295,0.873576417,0.873576417,,,,
365_Indoor_Scene_4.jpg,3.431642445,0.872973905,0.872973905,,,,
5001_Outdoor_Scene_49.jpg,3.393269136,0.869801449,0.869801449,,,,
4249_Outdoor_Scene_41.jpg,3.385695205,0.869175286,0.869175286,,,,
3807_Outdoor_Scene_37.jpg,3.363138204,0.86731042,0.86731042,,,,
2943_Night_Scene_27.jpg,3.336027459,0.86506908,0.86506908,,,,
4343_Outdoor_Scene_42.jpg,3.329880576,0.864560896,0.864560896,,,,
935_Indoor_Scene_9.jpg,3.320929749,0.8638209,0.8638209,,,,
2692_Night_Scene_25.jpg,3.308331135,0.862779328,0.862779328,,,,
1419_Lowlight_Scene_14.jpg,3.299926076,0.862084452,0.862084452,,,,
4946_Outdoor_Scene_48.jpg,3.296967623,0.861839867,0.861839867,,,,
4272_Outdoor_Scene_41.jpg,3.289933928,0.861258367,0.861258367,,,,
2563_Night_Scene_24.jpg,3.286922554,0.861009406,0.861009406,,,,
2378_Night_Scene_23.jpg,3.285241307,0.860870411,0.860870411,,,,
135_Indoor_Scene_1.jpg,3.282364131,0.860632545,0.860632545,,,,
1839_Lowlight_Scene_18.jpg,3.274920437,0.860017149,0.860017149,,,,
3141_Night_Scene_29.jpg,3.271900063,0.859767444,0.859767444,,,,
2928_Night_Scene_27.jpg,3.267407688,0.859396044,0.859396044,,,,
2987_Night_Scene_28.jpg,3.242499402,0.857336789,0.857336789,,,,
4623_Outdoor_Scene_44.jpg,3.234602468,0.856683922,0.856683922,,,,
1233_Indoor_Scene_12.JPG,3.234385167,0.856665957,0.856665957,,,,
1028_Indoor_Scene_10.jpg,3.2263559,0.856002149,0.856002149,,,,
1523_Lowlight_Scene_15.jpg,3.216406375,0.855179587,0.855179587,,,,
982_Indoor_Scene_9.jpg,3.200669806,0.85387859,0.85387859,,,,
2785_Night_Scene_26.jpg,3.199160052,0.853753773,0.853753773,,,,
4458_Outdoor_Scene_43.jpg,3.195964732,0.853489605,0.853489605,,,,
2376_Night_Scene_23.jpg,3.161817484,0.850666533,0.850666533,,,,
5079_Outdoor_Scene_49.jpg,3.152639666,0.84990777,0.84990777,,,,
3833_Outdoor_Scene_37.JPG,3.14620008,0.849375387,0.849375387,,,,
1155_Indoor_Scene_11.tiff,3.134177986,0.848381479,0.848381479,,,,
3006_Night_Scene_28.jpg,3.132025907,0.848203559,0.848203559,,,,
1221_Indoor_Scene_12.jpg,3.112650115,0.846601695,0.846601695,,,,
3396_Night_Scene_31.jpg,3.099785414,0.845538125,0.845538125,,,,
3319_Night_Scene_31.jpg,3.096048938,0.845229217,0.845229217,,,,
4234_Outdoor_Scene_41.jpg,3.073390258,0.843355945,0.843355945,,,,
3283_Night_Scene_30.jpg,3.070736647,0.843136562,0.843136562,,,,
3668_Outdoor_Scene_35.jpg,3.069801762,0.843059272,0.843059272,,,,
2087_Lowlight_Scene_20.jpg,3.068296192,0.842934801,0.842934801,,,,
1319_Indoor_Scene_13.JPG,3.067716497,0.842886875,0.842886875,,,,
3899_Outdoor_Scene_38.jpg,3.067290132,0.842851626,0.842851626,,,,
1929_Lowlight_Scene_19.jpg,3.047898959,0.84124849,0.84124849,,,,
1474_Lowlight_Scene_14.jpg,3.044986985,0.841007747,0.841007747,,,,
3832_Outdoor_Scene_37.jpg,3.034506696,0.840141305,0.840141305,,,,
922_Indoor_Scene_9.jpg,3.029638259,0.839738815,0.839738815,,,,
761_Indoor_Scene_8.jpg,3.021565864,0.839071441,0.839071441,,,,
1481_Lowlight_Scene_14.jpg,3.020924332,0.839018404,0.839018404,,,,
3035_Night_Scene_28.jpg,3.012302069,0.838305571,0.838305571,,,,
582_Indoor_Scene_6.jpg,3.008669333,0.83800524,0.83800524,,,,
3049_Night_Scene_28.jpg,3.007308665,0.837892749,0.837892749,,,,
456_Indoor_Scene_5.JPG,3.00670366,0.837842731,0.837842731,,,,
2743_Night_Scene_26.jpg,3.000949584,0.837367022,0.837367022,,,,
4659_Outdoor_Scene_44.jpg,2.999460913,0.837243948,0.837243948,,,,
2142_Lowlight_Scene_21.jpg,2.998960498,0.837202577,0.837202577,,,,
928_Indoor_Scene_9.jpg,2.998752367,0.83718537,0.83718537,,,,
377_Indoor_Scene_4.jpg,2.994574265,0.836839952,0.836839952,,,,
3230_Night_Scene_30.jpg,2.993439924,0.836746172,0.836746172,,,,
1447_Lowlight_Scene_14.JPG,2.990027919,0.836464089,0.836464089,,,,
3977_Outdoor_Scene_39.jpg,2.98891863,0.836372381,0.836372381,,,,
1605_Lowlight_Scene_16.jpg,2.968581619,0.834691049,0.834691049,,,,
4317_Outdoor_Scene_42.jpg,2.968541893,0.834687765,0.834687765,,,,
2802_Night_Scene_26.jpg,2.962969575,0.834227082,0.834227082,,,,
3325_Night_Scene_31.jpg,2.954526993,0.833529104,0.833529104,,,,
2052_Lowlight_Scene_20.jpg,2.948176947,0.833004123,0.833004123,,,,
3512_Outdoor_Scene_33.jpg,2.947105462,0.83291554,0.83291554,,,,
539_Indoor_Scene_6.jpg,2.940342826,0.832356449,0.832356449,,,,
1804_Lowlight_Scene_18.jpg,2.914259435,0.830200044,0.830200044,,,,
3444_Night_Scene_32.JPG,2.913919816,0.830171967,0.830171967,,,,
4498_Outdoor_Scene_43.jpg,2.91387308,0.830168103,0.830168103,,,,
4318_Outdoor_Scene_42.jpg,2.908198642,0.829698977,0.829698977,,,,
2557_Night_Scene_24.jpg,2.907507703,0.829641855,0.829641855,,,,
1770_Lowlight_Scene_18.jpg,2.89786919,0.828845005,0.828845005,,,,
4705_Outdoor_Scene_45.jpg,2.879734352,0.827345735,0.827345735,,,,
27_Indoor_Scene_0.jpg,2.872954009,0.82678518,0.82678518,,,,
1601_Lowlight_Scene_16.jpg,2.869810686,0.826525311,0.826525311,,,,
2739_Night_Scene_26.jpg,2.834469084,0.823603497,0.823603497,,,,
1987_Lowlight_Scene_19.jpg,2.82933499,0.823179044,0.823179044,,,,
2341_Night_Scene_22.jpg,2.827289532,0.823009938,0.823009938,,,,
1643_Lowlight_Scene_16.jpg,2.810541008,0.821625279,0.821625279,,,,
725_Indoor_Scene_7.jpg,2.807367489,0.821362914,0.821362914,,,,
621_Indoor_Scene_6.jpg,2.795935766,0.820417813,0.820417813,,,,
1328_Indoor_Scene_13.tiff,2.795619927,0.820391702,0.820391702,,,,
2137_Lowlight_Scene_21.jpg,2.791499505,0.820051052,0.820051052,,,,
3114_Night_Scene_29.jpg,2.784974251,0.819511586,0.819511586,,,,
261_Indoor_Scene_2.jpg,2.78422923,0.819449993,0.819449993,,,,
2636_Night_Scene_25.jpg,2.769117734,0.818200673,0.818200673,,,,
2791_Night_Scene_26.jpg,2.766833614,0.818011837,0.818011837,,,,
1351_Indoor_Scene_13.jpg,2.75848539,0.81732166,0.81732166,,,,
268_Indoor_Scene_2.jpg,2.753375388,0.816899198,0.816899198,,,,
1681_Lowlight_Scene_17.jpg,2.746315268,0.816315513,0.816315513,,,,
2054_Lowlight_Scene_20.jpg,2.742972633,0.816039166,0.816039166,,,,
400_Indoor_Scene_4.jpg,2.740751845,0.815855566,0.815855566,,,,
1218_Indoor_Scene_12.jpg,2.7390723,0.815716712,0.815716712,,,,
3268_Night_Scene_30.jpg,2.720414064,0.81417417,0.81417417,,,,
1955_Lowlight_Scene_19.jpg,2.720400382,0.814173039,0.814173039,,,,
4700_Outdoor_Scene_45.jpg,2.713489204,0.813601668,0.813601668,,,,
2757_Night_Scene_26.jpg,2.712881261,0.813551407,0.813551407,,,,
1348_Indoor_Scene_13.JPG,2.707226567,0.813083914,0.813083914,,,,
10_Indoor_Scene_0.jpg,2.707190813,0.813080958,0.813080958,,,,
2230_Lowlight_Scene_21.jpg,2.695238373,0.812092808,0.812092808,,,,
3863_Outdoor_Scene_37.jpg,2.689911196,0.811652392,0.811652392,,,,
3915_Outdoor_Scene_38.jpg,2.686421188,0.81136386,0.81136386,,,,
2233_Lowlight_Scene_21.jpg,2.68214754,0.811010543,0.811010543,,,,
2316_Night_Scene_22.jpg,2.68061748,0.810884048,0.810884048,,,,
3551_Outdoor_Scene_33.jpg,2.677260967,0.810606553,0.810606553,,,,
2496_Night_Scene_24.jpg,2.675668422,0.810474892,0.810474892,,,,
4821_Outdoor_Scene_46.jpg,2.671224639,0.810107509,0.810107509,,,,
1963_Lowlight_Scene_19.jpg,2.665521631,0.809636021,0.809636021,,,,
3342_Night_Scene_31.jpg,2.662612458,0.809395509,0.809395509,,,,
4738_Outdoor_Scene_45.jpg,2.659146678,0.809108981,0.809108981,,,,
4366_Outdoor_Scene_42.jpg,2.642311485,0.807717157,0.807717157,,,,
4513_Outdoor_Scene_43.jpg,2.642027955,0.807693717,0.807693717,,,,
2654_Night_Scene_25.jpg,2.637534065,0.807322191,0.807322191,,,,
792_Indoor_Scene_8.jpg,2.63740429,0.807311462,0.807311462,,,,
664_Indoor_Scene_7.jpg,2.637361747,0.807307945,0.807307945,,,,
1198_Indoor_Scene_11.jpg,2.635107303,0.807121562,0.807121562,,,,
1616_Lowlight_Scene_16.jpg,2.62573439,0.806346671,0.806346671,,,,
4345_Outdoor_Scene_42.jpg,2.614291568,0.805400653,0.805400653,,,,
4533_Outdoor_Scene_43.jpg,2.608597793,0.804929928,0.804929928,,,,
2821_Night_Scene_26.jpg,2.603036361,0.804470146,0.804470146,,,,
4252_Outdoor_Scene_41.jpg,2.592868443,0.803629528,0.803629528,,,,
637_Indoor_Scene_7.jpg,2.590094854,0.803400226,0.803400226,,,,
1890_Lowlight_Scene_19.jpg,2.589569421,0.803356787,0.803356787,,,,
780_Indoor_Scene_8.jpg,2.58952976,0.803353508,0.803353508,,,,
4686_Outdoor_Scene_45.jpg,2.575994656,0.802234513,0.802234513,,,,
764_Indoor_Scene_8.jpg,2.573665225,0.802041931,0.802041931,,,,
2699_Night_Scene_25.jpg,2.573235684,0.802006419,0.802006419,,,,
285_Indoor_Scene_3.jpg,2.570882293,0.801811856,0.801811856,,,,
1072_Indoor_Scene_10.jpg,2.565434338,0.801361455,0.801361455,,,,
3827_Outdoor_Scene_37.jpg,2.561234019,0.8010142,0.8010142,,,,
856_Indoor_Scene_8.jpg,2.54906433,0.800008089,0.800008089,,,,
2690_Night_Scene_25.jpg,2.543355172,0.799536093,0.799536093,,,,
2242_Lowlight_Scene_21.jpg,2.543214991,0.799524504,0.799524504,,,,
1505_Lowlight_Scene_15.jpg,2.535811373,0.798912421,0.798912421,,,,
4057_Outdoor_Scene_40.jpg,2.535262651,0.798867056,0.798867056,,,,
3005_Night_Scene_28.jpg,2.532571584,0.798644576,0.798644576,,,,
2670_Night_Scene_25.JPG,2.528051011,0.798270845,0.798270845,,,,
3764_Outdoor_Scene_36.jpg,2.527998104,0.798266471,0.798266471,,,,
2830_Night_Scene_26.jpg,2.525538967,0.798063165,0.798063165,,,,
2715_Night_Scene_25.jpg,2.507150721,0.796542945,0.796542945,,,,
892_Indoor_Scene_9.jpg,2.506586578,0.796496305,0.796496305,,,,
884_Indoor_Scene_9.jpg,2.504079419,0.796289029,0.796289029,,,,
5004_Outdoor_Scene_49.jpg,2.503141333,0.796211475,0.796211475,,,,
2321_Night_Scene_22.jpg,2.502344602,0.796145606,0.796145606,,,,
3150_Night_Scene_29.jpg,2.498021504,0.7957882,0.7957882,,,,
2369_Night_Scene_23.jpg,2.487395363,0.7949097,0.7949097,,,,
491_Indoor_Scene_5.jpg,2.484320829,0.794655518,0.794655518,,,,
1263_Indoor_Scene_12.jpg,2.482495541,0.794504615,0.794504615,,,,
2618_Night_Scene_25.jpg,2.479814759,0.794282985,0.794282985,,,,
595_Indoor_Scene_6.jpg,2.476948021,0.794045982,0.794045982,,,,
905_Indoor_Scene_9.jpg,2.472285524,0.793660517,0.793660517,,,,
3978_Outdoor_Scene_39.jpg,2.467032757,0.793226252,0.793226252,,,,
5072_Outdoor_Scene_49.JPG,2.46125537,0.792748616,0.792748616,,,,
1162_Indoor_Scene_11.jpg,2.457796527,0.792462661,0.792462661,,,,
661_Indoor_Scene_7.jpg,2.457246508,0.792417189,0.792417189,,,,
4979_Outdoor_Scene_48.jpg,2.451700062,0.791958645,0.791958645,,,,
131_Indoor_Scene_1.jpg,2.442586777,0.791205218,0.791205218,,,,
3042_Night_Scene_28.jpg,2.442019909,0.791158353,0.791158353,,,,
2662_Night_Scene_25.jpg,2.440685195,0.791048007,0.791048007,,,,
766_Indoor_Scene_8.jpg,2.438457623,0.790863846,0.790863846,,,,
1415_Lowlight_Scene_14.jpg,2.437569621,0.790790432,0.790790432,,,,
2458_Night_Scene_23.jpg,2.431468922,0.790286066,0.790286066,,,,
3309_Night_Scene_31.jpg,2.431276062,0.790270122,0.790270122,,,,
2669_Night_Scene_25.jpg,2.424332871,0.789696104,0.789696104,,,,
886_Indoor_Scene_9.jpg,2.415369906,0.788955104,0.788955104,,,,
4073_Outdoor_Scene_40.jpg,2.412607783,0.78872675,0.78872675,,,,
4553_Outdoor_Scene_44.jpg,2.408005266,0.788346244,0.788346244,,,,
3270_Night_Scene_30.jpg,2.404316075,0.788041245,0.788041245,,,,
362_Indoor_Scene_4.JPG,2.39804278,0.78752261,0.78752261,,,,
4304_Outdoor_Scene_42.jpg,2.397039775,0.787439688,0.787439688,,,,
893_Indoor_Scene_9.jpg,2.396433363,0.787389554,0.787389554,,,,
448_Indoor_Scene_4.jpg,2.394915736,0.787264086,0.787264086,,,,
2314_Night_Scene_22.jpg,2.392529644,0.78706682,0.78706682,,,,
3384_Night_Scene_31.jpg,2.386752229,0.786589181,0.786589181,,,,
3720_Outdoor_Scene_36.jpg,2.384750082,0.786423656,0.786423656,,,,
1741_Lowlight_Scene_17.jpg,2.383587781,0.786327565,0.786327565,,,,
3074_Night_Scene_29.jpg,2.383216447,0.786296865,0.786296865,,,,
3597_Outdoor_Scene_33.jpg,2.380379678,0.78606234,0.78606234,,,,
4952_Outdoor_Scene_48.jpg,2.380221561,0.786049268,0.786049268,,,,
2661_Night_Scene_25.jpg,2.377550641,0.785828453,0.785828453,,,,
1696_Lowlight_Scene_17.jpg,2.377358182,0.785812542,0.785812542,,,,
1565_Lowlight_Scene_16.JPG,2.372621991,0.785420985,0.785420985,,,,
4275_Outdoor_Scene_41.jpg,2.368110167,0.785047976,0.785047976,,,,
1551_Lowlight_Scene_15.JPG,2.362034075,0.784545645,0.784545645,,,,
4597_Outdoor_Scene_44.jpg,2.342949067,0.78296782,0.78296782,,,,
466_Indoor_Scene_5.jpg,2.341500965,0.782848101,0.782848101,,,,
2952_Night_Scene_28.jpg,2.338875444,0.78263104,0.78263104,,,,
2985_Night_Scene_28.jpg,2.336013831,0.78239446,0.78239446,,,,
2629_Night_Scene_25.jpg,2.330522325,0.781940458,0.781940458,,,,
126_Indoor_Scene_1.jpg,2.324035191,0.781404144,0.781404144,,,,
50_Indoor_Scene_0.jpg,2.316721474,0.780799494,0.780799494,,,,
852_Indoor_Scene_8.jpg,2.314091983,0.780582104,0.780582104,,,,
2626_Night_Scene_25.jpg,2.313210269,0.78050921,0.78050921,,,,
5115_Outdoor_Scene_49.jpg,2.311767682,0.780389946,0.780389946,,,,
3020_Night_Scene_28.jpg,2.310977169,0.780324592,0.780324592,,,,
1500_Lowlight_Scene_15.JPG,2.306933208,0.779990264,0.779990264,,,,
136_Indoor_Scene_1.jpg,2.304401835,0.779780986,0.779780986,,,,
3424_Night_Scene_32.jpg,2.303490981,0.779705683,0.779705683,,,,
5061_Outdoor_Scene_49.jpg,2.299950688,0.779412994,0.779412994,,,,
3149_Night_Scene_29.jpg,2.291207078,0.778690129,0.778690129,,,,
3498_Night_Scene_32.jpg,2.276927856,0.777509616,0.777509616,,,,
2168_Lowlight_Scene_21.jpg,2.276164241,0.777446486,0.777446486,,,,
3300_Night_Scene_31.jpg,2.275907956,0.777425298,0.777425298,,,,
251_Indoor_Scene_2.jpg,2.270841272,0.777006417,0.777006417,,,,
508_Indoor_Scene_6.jpg,2.269459436,0.776892176,0.776892176,,,,
1886_Lowlight_Scene_19.jpg,2.267787236,0.776753929,0.776753929,,,,
4920_Outdoor_Scene_48.JPG,2.263620339,0.776409437,0.776409437,,,,
4039_Outdoor_Scene_39.jpg,2.258882243,0.776017722,0.776017722,,,,
2154_Lowlight_Scene_21.jpg,2.255768412,0.775760291,0.775760291,,,,
1011_Indoor_Scene_10.jpg,2.255702168,0.775754815,0.775754815,,,,
2512_Night_Scene_24.jpg,2.253349334,0.775560298,0.775560298,,,,
635_Indoor_Scene_7.jpg,2.246185112,0.774968006,0.774968006,,,,
4706_Outdoor_Scene_45.jpg,2.240909514,0.774531854,0.774531854,,,,
2014_Lowlight_Scene_20.jpg,2.237037772,0.774211764,0.774211764,,,,
3887_Outdoor_Scene_38.jpg,2.233080057,0.773884566,0.773884566,,,,
3017_Night_Scene_28.jpg,2.230693454,0.773687257,0.773687257,,,,
2104_Lowlight_Scene_20.jpg,2.227182538,0.773396997,0.773396997,,,,
830_Indoor_Scene_8.jpg,2.224513301,0.773176322,0.773176322,,,,
2601_Night_Scene_24.jpg,2.218253652,0.772658815,0.772658815,,,,
4774_Outdoor_Scene_46.jpg,2.217404988,0.772588653,0.772588653,,,,
3133_Night_Scene_29.jpg,2.216848713,0.772542664,0.772542664,,,,
3536_Outdoor_Scene_33.jpg,2.216454962,0.772510111,0.772510111,,,,
475_Indoor_Scene_5.jpg,2.21623819,0.77249219,0.77249219,,,,
4049_Outdoor_Scene_39.jpg,2.214348457,0.772335959,0.772335959,,,,
514_Indoor_Scene_6.jpg,2.208727002,0.771871213,0.771871213,,,,
4375_Outdoor_Scene_42.jpg,2.208578546,0.77185894,0.77185894,,,,
1432_Lowlight_Scene_14.jpg,2.204141854,0.771492143,0.771492143,,,,
1797_Lowlight_Scene_18.jpg,2.201046096,0.771236206,0.771236206,,,,
4697_Outdoor_Scene_45.jpg,2.2009896,0.771231535,0.771231535,,,,
4641_Outdoor_Scene_44.jpg,2.196476798,0.770858446,0.770858446,,,,
4909_Outdoor_Scene_47.jpg,2.195230057,0.770755374,0.770755374,,,,
3159_Night_Scene_29.jpg,2.194771554,0.770717468,0.770717468,,,,
4614_Outdoor_Scene_44.jpg,2.194111525,0.770662901,0.770662901,,,,
4822_Outdoor_Scene_46.jpg,2.19117346,0.770420001,0.770420001,,,,
4650_Outdoor_Scene_44.jpg,2.189187557,0.770255819,0.770255819,,,,
4346_Outdoor_Scene_42.jpg,2.189045666,0.770244089,0.770244089,,,,
3752_Outdoor_Scene_36.jpg,2.187399317,0.770107979,0.770107979,,,,
5064_Outdoor_Scene_49.jpg,2.183839757,0.769813698,0.769813698,,,,
4770_Outdoor_Scene_46.jpg,2.18368525,0.769800924,0.769800924,,,,
1480_Lowlight_Scene_14.jpg,2.183442323,0.769780841,0.769780841,,,,
5000_Outdoor_Scene_49.jpg,2.180718888,0.769555685,0.769555685,,,,
3263_Night_Scene_30.jpg,2.178660387,0.769385501,0.769385501,,,,
782_Indoor_Scene_8.jpg,2.175297845,0.769107508,0.769107508,,,,
4685_Outdoor_Scene_45.jpg,2.174725386,0.769060181,0.769060181,,,,
1801_Lowlight_Scene_18.jpg,2.173639241,0.768970386,0.768970386,,,,
1703_Lowlight_Scene_17.jpg,2.173432932,0.768953329,0.768953329,,,,
1710_Lowlight_Scene_17.jpg,2.171832421,0.76882101,0.76882101,,,,
1364_Indoor_Scene_13.jpg,2.171587229,0.768800739,0.768800739,,,,
217_Indoor_Scene_2.jpg,2.170708099,0.768728058,0.768728058,,,,
2405_Night_Scene_23.jpg,2.170192256,0.768685411,0.768685411,,,,
4336_Outdoor_Scene_42.jpg,2.169124817,0.768597162,0.768597162,,,,
2771_Night_Scene_26.jpg,2.165318362,0.76828247,0.76828247,,,,
4417_Outdoor_Scene_42.jpg,2.163987675,0.768172457,0.768172457,,,,
1610_Lowlight_Scene_16.jpg,2.159446276,0.767797004,0.767797004,,,,
2653_Night_Scene_25.jpg,2.157894486,0.767668712,0.767668712,,,,
3505_Outdoor_Scene_33.JPG,2.154223829,0.767365246,0.767365246,,,,
3063_Night_Scene_29.jpg,2.150126946,0.767026542,0.767026542,,,,
2080_Lowlight_Scene_20.jpg,2.149093506,0.766941104,0.766941104,,,,
3513_Outdoor_Scene_33.jpg,2.149089338,0.766940759,0.766940759,,,,
4801_Outdoor_Scene_46.jpg,2.147948143,0.766846413,0.766846413,,,,
4128_Outdoor_Scene_40.jpg,2.146955168,0.76676432,0.76676432,,,,
4178_Outdoor_Scene_41.jpg,2.145231422,0.766621812,0.766621812,,,,
1603_Lowlight_Scene_16.jpg,2.144230854,0.766539092,0.766539092,,,,
927_Indoor_Scene_9.jpg,2.139092218,0.766114263,0.766114263,,,,
4135_Outdoor_Scene_40.JPG,2.133783658,0.765675385,0.765675385,,,,
1027_Indoor_Scene_10.jpg,2.132049483,0.765532015,0.765532015,,,,
105_Indoor_Scene_1.jpg,2.129411158,0.765313896,0.765313896,,,,
3865_Outdoor_Scene_37.jpg,2.128522386,0.765240418,0.765240418,,,,
1154_Indoor_Scene_11.jpg,2.126809281,0.765098789,0.765098789,,,,
2166_Lowlight_Scene_21.jpg,2.126245377,0.765052169,0.765052169,,,,
4815_Outdoor_Scene_46.jpg,2.125881586,0.765022094,0.765022094,,,,
4814_Outdoor_Scene_46.jpeg,2.122634257,0.764753626,0.764753626,,,,
1902_Lowlight_Scene_19.jpg,2.119475995,0.764492521,0.764492521,,,,
4651_Outdoor_Scene_44.jpg,2.119043269,0.764456746,0.764456746,,,,
4605_Outdoor_Scene_44.jpg,2.118600494,0.76442014,0.76442014,,,,
2856_Night_Scene_27.jpg,2.114956753,0.764118899,0.764118899,,,,
1803_Lowlight_Scene_18.jpg,2.110180953,0.763724067,0.763724067,,,,
4718_Outdoor_Scene_45.jpg,2.109842393,0.763696077,0.763696077,,,,
1036_Indoor_Scene_10.jpg,2.108643388,0.763596951,0.763596951,,,,
3898_Outdoor_Scene_38.jpg,2.108575357,0.763591327,0.763591327,,,,
4123_Outdoor_Scene_40.jpg,2.10617423,0.763392818,0.763392818,,,,
496_Indoor_Scene_5.jpg,2.105933286,0.763372898,0.763372898,,,,
4112_Outdoor_Scene_40.jpg,2.105904931,0.763370554,0.763370554,,,,
948_Indoor_Scene_9.jpg,2.103320516,0.763156891,0.763156891,,,,
3400_Night_Scene_32.jpg,2.100122614,0.762892509,0.762892509,,,,
1745_Lowlight_Scene_17.jpg,2.097254101,0.762655359,0.762655359,,,,
3797_Outdoor_Scene_37.JPG,2.091016927,0.76213971,0.76213971,,,,
993_Indoor_Scene_10.jpg,2.089928656,0.762049739,0.762049739,,,,
1111_Indoor_Scene_11.jpg,2.086506314,0.761766802,0.761766802,,,,
1740_Lowlight_Scene_17.jpg,2.079406017,0.761179796,0.761179796,,,,
704_Indoor_Scene_7.jpg,2.078008819,0.761064285,0.761064285,,,,
1889_Lowlight_Scene_19.JPG,2.077444978,0.76101767,0.76101767,,,,
4944_Outdoor_Scene_48.jpg,2.066277963,0.760094454,0.760094454,,,,
1999_Lowlight_Scene_19.jpg,2.061202142,0.759674818,0.759674818,,,,
4852_Outdoor_Scene_47.jpg,2.060471903,0.759614447,0.759614447,,,,
4865_Outdoor_Scene_47.jpg,2.058819643,0.759477848,0.759477848,,,,
2433_Night_Scene_23.jpg,2.052260434,0.758935576,0.758935576,,,,
1692_Lowlight_Scene_17.jpg,2.049937489,0.75874353,0.75874353,,,,
3016_Night_Scene_28.jpg,2.045804523,0.758401843,0.758401843,,,,
3573_Outdoor_Scene_33.jpg,2.037420109,0.757708674,0.757708674,,,,
2550_Night_Scene_24.jpg,2.037051625,0.75767821,0.75767821,,,,
1449_Lowlight_Scene_14.jpg,2.03620272,0.757608028,0.757608028,,,,
4303_Outdoor_Scene_42.jpg,2.034736646,0.757486823,0.757486823,,,,
4447_Outdoor_Scene_43.jpg,2.034510845,0.757468155,0.757468155,,,,
3467_Night_Scene_32.jpg,2.032152136,0.757273152,0.757273152,,,,
4503_Outdoor_Scene_43.jpg,2.022403847,0.756467227,0.756467227,,,,
4871_Outdoor_Scene_47.jpg,2.021851021,0.756421523,0.756421523,,,,
1081_Indoor_Scene_10.jpg,2.017467217,0.756059099,0.756059099,,,,
819_Indoor_Scene_8.jpg,2.017214797,0.756038231,0.756038231,,,,
3529_Outdoor_Scene_33.jpg,2.016678763,0.755993915,0.755993915,,,,
1636_Lowlight_Scene_16.jpg,2.016401811,0.755971018,0.755971018,,,,
838_Indoor_Scene_8.jpg,2.015569921,0.755902243,0.755902243,,,,
2569_Night_Scene_24.jpg,2.014727962,0.755832635,0.755832635,,,,
2374_Night_Scene_23.jpg,2.013715656,0.755748944,0.755748944,,,,
5067_Outdoor_Scene_49.jpg,2.000790647,0.754680389,0.754680389,,,,
2467_Night_Scene_23.jpg,1.99992442,0.754608775,0.754608775,,,,
2797_Night_Scene_26.jpg,1.999868184,0.754604125,0.754604125,,,,
